Date/Time,BS - ACADEMIC ADMINISTRATION 1:Zone Air Temperature [C](TimeStep),BS - ACADEMIC ADMINISTRATION 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - CLASSROOM 1:Zone Air Temperature [C](TimeStep),BS - CLASSROOM 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - COMPUTER LAB 1:Zone Air Temperature [C](TimeStep),BS - COMPUTER LAB 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - FACULTY LOUNGE 1:Zone Air Temperature [C](TimeStep),BS - FACULTY LOUNGE 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - LIBRARY 1:Zone Air Temperature [C](TimeStep),BS - LIBRARY 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - QA 1:Zone Air Temperature [C](TimeStep),BS - QA 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - LOBBY 1:Zone Air Temperature [C](TimeStep),BS - LOBBY 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - Whole Building:Facility Total HVAC Electricity Demand Rate [W](TimeStep),BS - Whole Building:Facility Total Produced Electricity Rate [W](TimeStep),BS - CLASSROOM - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - COMPUTER LAB - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - FACULTY LOUNGE - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - LIBRARY - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - QA - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - LOBBY - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - ACADEMIC ADMINISTRATION - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep) ,RL - ACADEMIC ADMINISTRATION 1:Zone Air Temperature [C](TimeStep),RL - ACADEMIC ADMINISTRATION 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - CLASSROOM 1:Zone Air Temperature [C](TimeStep),RL - CLASSROOM 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - COMPUTER LAB 1:Zone Air Temperature [C](TimeStep),RL - COMPUTER LAB 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - FACULTY LOUNGE 1:Zone Air Temperature [C](TimeStep),RL - FACULTY LOUNGE 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - LIBRARY 1:Zone Air Temperature [C](TimeStep),RL - LIBRARY 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - QA 1:Zone Air Temperature [C](TimeStep),RL - QA 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - LOBBY 1:Zone Air Temperature [C](TimeStep),RL - LOBBY 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - Whole Building:Facility Total HVAC Electricity Demand Rate [W](TimeStep),RL - Whole Building:Facility Total Produced Electricity Rate [W](TimeStep),RL - CLASSROOM - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - COMPUTER LAB - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - FACULTY LOUNGE - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - LIBRARY - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - QA - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - LOBBY - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - ACADEMIC ADMINISTRATION - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep) 
 03/20  11:30:00,23.99917638,24,24.00013677,24,24.00015273,24,23.99747638,24,23.99759261,24,23.99938275,24,23.99567218,24,7773.745954,15934.70785,0.081901099,-0.005625026,-1.56126823,-0.076636313,0.051307233,0.410056854,0.104477776,23.09037141,23,24.54748348,25,24.00014663,24,25.85997639,26,24.6888661,26,24.72429463,25,23.99748247,24,5175.039128,21853.31362,0.102778421,-0.093030545,-1.249411448,-0.177953891,0.157098134,0.358349887,-0.192534485
 03/20  11:45:00,23.99881867,24,24.00019261,24,24.0000961,24,23.99831315,24,23.99788019,24,23.99916247,24,23.99571015,24,8351.717281,15915.04621,0.120987098,0.055242579,-1.538439235,-0.034637011,0.061458371,0.445613936,0.126505449,24.23964599,25,23.88202398,24,24.00009798,24,24.26161136,24,23.22592074,22,24.93504018,25,23.99771298,24,11397.57188,21826.34909,0.02196135,-0.027971119,-1.541911005,-0.336726901,0.228006927,0.387714111,0.002653118
 03/20  12:00:00,23.99890388,24,24.0002168,24,24.00016192,24,23.99853725,24,23.99766292,24,23.9988567,24,23.99569405,24,8975.035957,15850.38513,0.155936699,0.113693797,-1.510014795,0.008159022,0.067103605,0.482629169,0.145893793,23.37280331,23,24.66943986,25,24.00011691,24,25.80548777,26,24.58194978,26,24.9997197,25,23.99788822,24,6258.312248,21737.67103,0.167255596,0.034486651,-1.193807386,-0.099447064,0.270475714,0.421708934,-0.095851034
 03/20  12:15:00,23.99875142,24,23.99999219,24,24.00014742,24,23.99870609,24,23.99749755,24,23.99889998,24,23.99568196,24,9614.844477,15729.52363,0.186065825,0.168421475,-1.479252968,0.050289201,0.071894843,0.519309725,0.164063698,24.39820875,25,23.92186445,24,24.00010079,24,24.26652144,24,23.392749,22,24.99981017,25,23.99792684,24,12293.94921,21571.91813,0.077789574,0.09277973,-1.470601718,-0.200628606,0.29145608,0.45721857,0.070971702
 03/20  12:30:00,23.99866709,24,24.00008954,24,24.00018944,24,23.99882322,24,23.99824921,24,23.99877835,24,23.99638709,24,10256.14053,15555.0403,0.211478464,0.218474992,-1.448823918,0.089727039,0.076070284,0.553849137,0.180449191,23.317276,23,24.75795382,25,24.00010294,24,25.82036896,26,24.34327774,25,24.13347845,24,23.99809697,24,8278.759135,21332.6267,0.227192083,0.145901172,-1.123716894,-0.043815791,0.13179789,0.490170301,-0.059498519
 03/20  12:45:00,23.9991662,24,23.99991448,24,24.0000868,24,23.99888878,24,23.99804229,24,23.99874395,24,23.99678081,24,10869.33808,15247.38831,0.232503873,0.263428763,-1.41987416,0.125389368,0.080124665,0.584618851,0.195121989,23.01861053,23,23.99124662,24,24.00018101,24,24.21434503,24,25.65505196,26,24.87026518,25,23.99854699,24,9156.818668,20910.70397,0.136881823,0.185295722,-1.4225279,0.29065963,0.259418793,0.524570734,-0.115902647
 03/20  13:00:00,23.99818597,24,23.99951116,24,24.00071107,24,23.99807361,24,23.9960949,24,23.99820454,24,23.99421547,24,11525.29558,14896.77493,0.249854875,0.301193041,-1.392833399,0.15703551,0.084330344,0.609656277,0.207868755,22.9995401,23,24.82349209,25,24.00019454,24,25.89954459,26,25.98087076,26,24.99577138,25,23.99807732,24,8690.445994,20429.86277,0.282333373,0.219569552,-1.04433565,0.431336707,0.300593863,0.552695687,-0.106652832
 03/20  13:15:00,23.99615518,24,23.98917495,24,23.97296986,24,23.99957394,24,23.9955731,24,23.99640566,24,23.99615593,24,16117.9095,14504.55913,0.271846982,0.277577781,-1.360851284,0.185046134,0.089247438,0.621366019,0.221080892,22.99728643,23,24.98474246,25,23.98054287,24,25.99443552,26,25.99982196,26,24.99803512,25,23.99753885,24,12849.91558,19891.96681,0.372560881,0.1958741,-0.971078906,0.499430528,0.313754851,0.567050014,-0.092296349
 03/20  13:30:00,23.99597759,24,23.98784658,24,23.9713466,24,24.00104291,24,23.99558016,24,23.99649406,24,23.99669769,24,15878.26209,14077.99591,0.276722253,0.248618215,-1.322780182,0.209088789,0.093453837,0.635145058,0.230272028,22.99798844,23,24.99670378,25,23.98902037,24,26.00008276,26,25.03798781,25,24.18688124,24,23.99822249,24,14712.80807,19306.96582,0.404854504,0.193009175,-0.932356209,0.372387973,0.16967038,0.582120641,-0.082818488
 03/20  13:45:00,23.99617388,24,23.98876333,24,23.98080952,24,24.0018804,24,23.99576694,24,23.99777625,24,23.99703329,24,15674.3038,13393.66798,0.281625218,0.24653371,-1.291254267,0.227339124,0.097060193,0.642968242,0.237342638,25.15871004,26,25.92549053,26,23.9977093,24,26.00008079,26,25.00010063,25,24.01231611,24,24.93171871,25,10847.89137,18368.45895,0.582439071,0.194356237,-0.898724458,0.383324275,0.119457268,0.749537367,0.281595677
 03/20  14:00:00,23.99642922,24,23.98987708,24,23.98914851,24,24.00094699,24,23.99602783,24,23.99809361,24,23.99736538,24,15716.03041,12688.26426,0.287951967,0.257841312,-1.266014026,0.241241063,0.101123599,0.645620579,0.24356615,23.41482937,23,25.02297884,25,23.99698389,24,26.00022879,26,24.99984028,25,23.99799863,24,24.11397855,24,14542.6404,17401.04812,0.465628156,0.200211868,-0.868877894,0.407194007,0.108912077,0.638723838,0.053332195
 03/20  14:15:00,23.99668362,24,23.99047226,24,23.99334731,24,24.00083014,24,23.99625201,24,23.99832873,24,23.99763134,24,15604.69656,11938.5324,0.292630826,0.268383835,-1.252121874,0.249285424,0.101063861,0.643263697,0.245669085,25.42816026,26,25.95174246,26,23.99813239,24,26.00003927,26,24.99970241,25,23.99838156,24,24.98200635,25,11029.6428,16372.84444,0.621609792,0.204967527,-0.847118966,0.423660973,0.098131646,0.762164694,0.350504755
 03/20  14:30:00,23.99691849,24,23.99074583,24,23.99502124,24,24.00084748,24,23.99648759,24,23.99852289,24,23.99791624,24,15450.51602,11182.30368,0.295222738,0.274622879,-1.241806956,0.253045009,0.101219572,0.636098687,0.246628688,23.50725587,23,25.02804097,25,23.99818921,24,26.00008736,26,24.99950479,25,23.99824996,24,24.122641,24,14428.87501,15335.73076,0.489196817,0.208478732,-0.828320877,0.434058606,0.089713926,0.631824321,0.087295577
 03/20  14:45:00,23.99715399,24,23.9909189,24,23.99581329,24,24.00086135,24,23.99676086,24,23.99872084,24,23.99826668,24,15186.38714,10267.06996,0.29486943,0.277016315,-1.236128663,0.251379372,0.100113697,0.622958431,0.245449279,25.25587509,26,25.95086043,26,23.99875874,24,26.00005458,26,24.9994549,25,23.998779,24,24.96945421,25,10816.62566,14080.55309,0.63811106,0.208327658,-0.805791481,0.437017442,0.068170482,0.734373533,0.336578248
 03/20  15:00:00,23.99739014,24,23.9910906,24,23.99639585,24,24.00085417,24,23.99707378,24,23.99892465,24,23.99868615,24,14822.26179,9357.613987,0.292038981,0.27672867,-1.233907715,0.24437066,0.098057718,0.604619794,0.242610188,25.83973781,26,25.99634116,26,23.99854278,24,26.00003303,26,24.99929096,25,23.99853422,24,24.99947886,25,10518.29038,12833.29918,0.667093638,0.208410768,-0.79665732,0.433695473,0.06404731,0.745647307,0.46956964
 03/20  15:15:00,23.99763537,24,23.99132049,24,23.99388187,24,24.00085197,24,23.99740084,24,23.99913757,24,23.99913533,24,14328.99124,8454.874716,0.287899859,0.2758643,-1.234272957,0.235497704,0.095300413,0.584803049,0.238472327,25.99986998,26,25.99397785,26,23.99476015,24,26.00007435,26,24.99865529,25,23.99762982,24,25.00046239,25,10239.41458,11595.25675,0.680585537,0.207290466,-0.787309496,0.426943985,0.056112567,0.738167018,0.521682798
 03/20  15:30:00,23.99787595,24,23.99154657,24,23.99271165,24,24.00084805,24,23.99771008,24,23.99934996,24,23.9995858,24,13988.36989,7567.650228,0.282388903,0.273032814,-1.236850066,0.223768401,0.09186508,0.562703332,0.233096792,26.00001898,26,25.99198711,26,23.99293786,24,26.00008204,26,24.99870722,25,23.99760473,24,25.00032212,25,10311.03287,10378.49174,0.687689005,0.203935126,-0.779292545,0.41643048,0.045052695,0.72277722,0.546821024
 03/20  15:45:00,23.99811456,24,23.99175804,24,23.99207022,24,24.00083779,24,23.99803846,24,23.99956456,24,24.00007816,24,13597.98429,6552.287974,0.275392818,0.267435093,-1.241525039,0.207060256,0.087663937,0.536012975,0.22643078,26.00050211,26,25.99079173,26,23.99209232,24,26.00007891,26,24.99901992,25,23.99810979,24,25.00014986,25,10146.31406,8985.994936,0.68825918,0.197925827,-0.77398081,0.4003693,0.033775909,0.70008767,0.567319891
 03/20  16:00:00,23.99835521,24,23.99195884,24,23.99177608,24,24.00082662,24,23.99837617,24,23.99978397,24,24.00062308,24,13171.60874,5599.43712,0.267101191,0.259469809,-1.248027743,0.187375847,0.082750414,0.507028097,0.21857222,26.00031852,26,25.9902047,26,23.99175901,24,26.00006973,26,24.99944592,25,23.99867436,24,25.00020564,25,9942.49594,7679.22805,0.684325327,0.189689926,-0.771565058,0.381062161,0.02354805,0.673166382,0.581460904
 03/20  16:15:00,24.00033264,24,23.99937463,24,23.99862028,24,24.00019234,24,24.00000862,24,24.00029331,24,23.99838024,24,9531.100776,4717.939389,0.241998044,0.249611933,-1.250449704,0.153594501,0.073938817,0.489650192,0.203305305,26.00012716,26,25.99935163,26,23.99860742,24,26.0001794,26,25.00079737,25,23.99968388,24,24.99729779,25,7056.496854,6470.316877,0.658878847,0.179177116,-0.774069579,0.346587701,0.01126651,0.657810236,0.577760228
 03/20  16:30:00,24.00079836,24,24.00056408,24,24.00082999,24,24.00009602,24,24.00034879,24,24.00051958,24,23.99598549,24,9104.249417,3917.89965,0.230800111,0.254801486,-1.251697186,0.126021264,0.06560289,0.464894974,0.190152387,26.00016247,26,26.00016232,26,24.00079575,24,26.00023618,26,25.00119163,25,24.00008108,24,24.99675233,25,6835.264248,5373.119521,0.642796486,0.184031342,-0.779744286,0.317792727,0.000625754,0.635894713,0.569852783
 03/20  16:45:00,24.00085773,24,24.00085568,24,24.00093653,24,24.00007601,24,24.00051905,24,24.00061922,24,23.99567798,24,8643.768054,3051.638099,0.218701835,0.257189677,-1.255321534,0.09408303,0.056474757,0.43295012,0.176074744,26.00033385,26,26.00030181,26,24.0009021,24,26.00032787,26,25.0004532,25,24.0003725,24,24.99682273,25,6597.048898,4185.103679,0.626162127,0.186064545,-0.788506912,0.284306603,-0.010188426,0.605854907,0.558370028
 03/20  17:00:00,24.00084657,24,24.00041932,24,24.00075899,24,24.00007744,24,24.0007183,24,24.00061271,24,23.99597329,24,8161.839113,2323.041556,0.204590806,0.254961977,-1.261862936,0.057392969,0.046718339,0.393571103,0.161232783,26.00012998,26,26.00015957,26,24.00072689,24,26.00024726,26,25.0003824,25,24.00055111,24,24.99733436,25,6253.57119,3185.885562,0.6081707,0.183452251,-0.799830498,0.24609593,-0.021278977,0.5674157,0.544842011
 03/20  17:15:00,24.0008865,24,24.00042665,24,24.00057791,24,24.00008816,24,24.00097966,24,24.000624,24,23.99663486,24,7716.916658,1742.561872,0.188717201,0.249143925,-1.271696309,0.018326439,0.035897025,0.34808661,0.145150764,26.00025683,26,26.00035742,26,24.00054868,24,26.00020313,26,25.00043448,25,24.00064144,24,24.99635253,25,5767.373176,2389.799139,0.588577191,0.177212986,-0.814266529,0.205442703,-0.033231475,0.521738572,0.529177414
 03/20  17:30:00,24.00095022,24,24.00051015,24,24.000478,24,24.00011489,24,24.00131137,24,24.00064841,24,23.99740045,24,7318.737296,1311.891228,0.172607913,0.241158057,-1.282939775,-0.019202811,0.025001314,0.303285431,0.128894624,26.00014118,26,26.00020097,26,24.00044953,24,26.00019846,26,25.00052223,25,24.00066278,24,24.99662402,25,5304.439458,1799.165112,0.568566884,0.168787823,-0.830063002,0.166366741,-0.045078799,0.476566751,0.51250657
 03/20  17:45:00,24.00034309,24,24.00062494,24,24.00043698,24,24.00016227,24,24.0004999,24,24.00068784,24,23.99780836,24,7052.448434,1058.565142,0.156280316,0.231433273,-1.29532019,-0.041665127,0.014056293,0.277028379,0.112393285,26.00032108,26,26.00012816,26,24.0004072,24,26.00023535,26,25.0006253,25,24.00068958,24,24.9967864,25,4982.914435,1451.74648,0.548380781,0.158606721,-0.84706049,0.143258115,-0.056827417,0.450578192,0.494984632
 03/20  18:00:00,24.00031311,24,24.00078473,24,24.00044728,24,24.00026611,24,24.00048069,24,24.00074278,24,23.99728021,24,6664.748747,0.0,0.137150639,0.219128741,-1.312230512,-0.093676496,0.000797362,0.209198527,0.093321219,26.0002735,26,26.00011013,26,24.00041347,24,26.00024831,26,25.00078493,25,24.00073008,24,24.99760695,25,4485.524218,0.0,0.524870137,0.145799988,-0.868922281,0.089184792,-0.070841,0.38148625,0.473836334
 03/20  18:15:00,24.0003574,24,24.00043657,24,24.00050021,24,24.00041128,24,24.00057955,24,24.0002716,24,23.9974352,24,6255.601495,0.0,0.12124176,0.206876558,-1.326102024,-0.125594669,-0.009961238,0.171343781,0.077218885,26.00011279,26,26.00011544,26,24.00045945,24,26.00025119,26,25.00037625,25,24.00078652,24,24.99815806,25,4121.852449,0.0,0.504745248,0.133076394,-0.887733017,0.055645338,-0.082105302,0.343107875,0.455129898
 03/20  18:30:00,24.00042151,24,24.00048519,24,24.00059726,24,24.0006114,24,24.00071111,24,24.00025643,24,23.99758149,24,5831.605884,0.0,0.105348445,0.193333424,-1.340425882,-0.156026824,-0.020485028,0.137565373,0.061216838,26.00014988,26,26.00014351,26,24.0005459,24,26.00022677,26,25.00031313,25,24.00028818,24,24.99718746,25,3820.333404,0.0,0.484508734,0.119051725,-0.907211983,0.023633851,-0.093220691,0.308601453,0.436037773
 03/20  18:45:00,24.00050164,24,24.0006001,24,24.00075145,24,24.00019233,24,24.00087411,24,24.0002957,24,24.00005542,24,4303.428138,0.0,0.089547178,0.179018972,-1.355144432,-0.185692313,-0.030775705,0.086018775,0.04548519,26.00008002,26,26.00011779,26,24.00068449,24,26.00026575,26,25.00045754,25,24.00027163,24,25.00000753,25,2150.050573,0.0,0.464225366,0.104257295,-0.927478483,-0.007521808,-0.103990719,0.253387111,0.416726429
 03/20  19:00:00,24.00059902,24,24.00035645,24,24.00029158,24,24.00020905,24,24.00040266,24,24.00035108,24,24.00032088,24,3816.964097,0.0,0.074028839,0.16434613,-1.369726551,-0.214445448,-0.040694049,0.048480217,0.030300924,26.00009505,26,26.00008876,26,24.0007525,24,25.96318259,26,25.00013239,25,24.00031176,24,25.0002629,25,1819.947873,0.0,0.444143986,0.089110192,-0.956039113,-0.037971266,-0.114326236,0.211407431,0.397548045
 03/20  19:15:00,24.68242338,24,24.60489424,24,24.81054018,24,24.62757522,24,24.80902525,24,24.63144624,24,24.52383092,24,0.0,0.0,0.142089139,0.26150158,-1.261370252,-0.117582799,0.03751961,0.083251046,0.110247298,26.03555873,26,26.0516572,26,24.82050899,24,25.90377048,26,25.51187845,25,24.67358598,24,25.25761113,25,0.0,0.0,0.431312688,0.190786741,-0.98962218,0.009780769,-0.026940233,0.208006621,0.383188859
 03/20  19:30:00,25.37932602,24,25.28652159,24,25.66251427,24,25.19922086,24,25.72707959,24,25.19277261,24,25.13114832,24,0.0,0.0,0.235107576,0.381984454,-1.153466978,0.015861904,0.115846038,0.14628229,0.205999835,26.0338977,26,26.08225927,25,25.68134683,24,25.79487739,23,26.10637342,24,25.26463049,25,25.54723804,26,0.0,0.0,0.4153506,0.316312869,-1.03381426,0.084679333,0.059114199,0.216689134,0.364354021
 03/20  19:45:00,25.31050375,24,25.24816418,24,25.61004549,24,25.12522025,24,25.67027421,24,25.11775136,24,25.07200881,24,0.0,0.0,0.217172282,0.362814389,-1.180827975,-0.01542905,0.096207189,0.107646523,0.183967099,25.97107346,26,26.02720027,25,25.62960742,24,25.74158688,23,26.05159041,24,25.17699579,25,25.47023763,26,0.0,0.0,0.387690357,0.296998031,-1.065875693,0.048304133,0.037709594,0.169879229,0.336151722
 03/20  20:00:00,25.23864273,24,25.20534671,24,25.55747152,24,25.0433572,24,25.59850333,24,25.03265341,24,24.96671236,24,0.0,0.0,0.195137725,0.339691955,-1.213104781,-0.055146473,0.072816221,0.058608974,0.158196949,25.86524191,26,25.92854708,25,25.57753686,24,25.64785358,23,25.9598083,24,25.09572611,25,25.32547993,26,0.0,0.0,0.353309295,0.273500009,-1.105656143,0.001949096,0.014690165,0.111411466,0.301581081
 03/20  20:15:00,25.26623479,24,25.24945724,24,25.62043024,24,25.05243645,24,25.63649048,24,25.03815038,24,24.91340387,24,0.0,0.0,0.186804795,0.333637699,-1.225784683,-0.075247853,0.063443429,0.021340502,0.147786424,25.74732151,26,25.81709115,25,25.6428166,24,25.5287456,23,25.92384179,24,25.11477248,25,25.18614333,26,0.0,0.0,0.320048272,0.267797639,-1.148606397,-0.032745109,0.007543321,0.05878046,0.266698119
 03/20  20:30:00,25.30214177,24,25.29659585,24,25.69176901,24,25.07416641,24,25.67629988,24,25.05714662,24,24.8603685,24,0.0,0.0,0.179964957,0.330094036,-1.234658675,-0.093022462,0.056890523,-0.01348923,0.139739709,25.63340022,26,25.70652795,25,25.71700501,24,25.41351135,23,25.88688371,24,25.14440803,25,25.04822759,26,0.0,0.0,0.285928153,0.264759864,-1.190592433,-0.066165406,0.002827927,0.008135913,0.23263093
 03/20  20:45:00,25.29118029,24,25.2964571,24,25.70778616,24,25.05904068,24,25.65381237,24,25.04022892,24,24.7714077,24,0.0,0.0,0.166683009,0.318797757,-1.250829099,-0.119900735,0.045191861,-0.052230444,0.125171186,25.52715795,26,25.60145476,25,25.73467872,24,25.31880896,23,25.81361469,24,25.13253419,25,24.90195003,26,0.0,0.0,0.253075509,0.253554915,-1.227656143,-0.104495396,-0.008048411,-0.042354434,0.200373719
 03/20  21:00:00,25.2372563,24,25.25287819,24,25.66410634,24,25.01089497,24,25.57342209,24,24.9909856,24,24.64804579,24,0.0,0.0,0.147051709,0.298920388,-1.273691981,-0.155901137,0.028766472,-0.095087459,0.104343425,25.43023866,26,25.50328443,25,25.69093332,24,25.24484585,23,25.70538868,24,25.08602913,25,24.74780554,26,0.0,0.0,0.221932539,0.233268752,-1.259665191,-0.147902231,-0.024228861,-0.092722629,0.170114718
 03/20  21:15:00,25.16296704,24,25.18120325,24,25.57918043,24,24.95267315,24,25.45343416,24,24.9320922,24,24.50666886,24,0.0,0.0,0.123487913,0.273175341,-1.298690027,-0.197794409,0.010876214,-0.14000759,0.080582901,25.34128744,26,25.40605406,25,25.60615768,24,25.18411024,23,25.57247234,24,25.03076105,25,24.59120357,26,0.0,0.0,0.191667062,0.206931821,-1.288312204,-0.194635387,-0.041870755,-0.1424755,0.141666827
 03/20  21:30:00,25.08030186,24,25.09653747,24,25.47639866,24,24.89509485,24,25.31724328,24,24.87513802,24,24.36137356,24,0.0,0.0,0.098236028,0.244932333,-1.323266699,-0.241956891,-0.006539734,-0.184666552,0.055920957,25.25237977,26,25.3077336,25,25.50427816,24,25.12480797,23,25.42952132,24,24.97464365,25,24.43719827,26,0.0,0.0,0.161833821,0.178112116,-1.31590009,-0.242383747,-0.059430648,-0.190692875,0.113933735
 03/20  21:45:00,24.99574075,24,25.00892078,24,25.37339119,24,24.83707254,24,25.17995731,24,24.81822751,24,24.21926123,24,0.0,0.0,0.072802636,0.216875837,-1.347589218,-0.28578842,-0.023691613,-0.227960057,0.03124446,25.16124443,26,25.20961647,25,25.40254277,24,25.05986871,23,25.28682827,24,24.91751747,25,24.28850726,26,0.0,0.0,0.132560063,0.149527246,-1.344077122,-0.28937649,-0.076977548,-0.237010753,0.086363496
 03/20  22:00:00,24.91201357,24,24.92273185,24,25.27695836,24,24.77728993,24,25.04709806,24,24.75944418,24,24.0823977,24,0.0,0.0,0.047875018,0.190087103,-1.37200962,-0.328283165,-0.040932669,-0.269600156,0.006968524,25.06972964,26,25.11359521,25,25.30732036,24,24.99093796,23,25.14858629,24,24.85894713,25,24.14591646,26,0.0,0.0,0.104085301,0.12222498,-1.372696706,-0.334870528,-0.094603429,-0.281389888,0.059156558
 03/20  22:15:00,24.82917037,24,24.83817593,24,25.18631285,24,24.71559293,24,24.91794914,24,24.69858876,24,23.94899458,24,0.0,0.0,0.023163918,0.164336919,-1.397030764,-0.370076142,-0.058613718,-0.310889085,-0.017196553,24.97936852,26,25.01994872,25,25.21761938,24,24.92113364,23,25.01425118,24,24.79886428,25,24.00752456,26,0.0,0.0,0.076074421,0.095938045,-1.401611492,-0.379526284,-0.112633819,-0.325216733,0.032200255
 03/20  22:30:00,24.7470891,24,24.75476425,24,25.09902154,24,24.65319913,24,24.79114736,24,24.63703646,24,23.81735655,24,0.0,0.0,-0.001136591,0.139367273,-1.422086106,-0.410980021,-0.076322414,-0.351347162,-0.041048417,24.89093483,26,24.92854331,25,25.13101823,24,24.85243392,23,24.88278905,24,24.73817696,25,23.87285064,26,0.0,0.0,0.048761844,0.070403157,-1.430067217,-0.423106416,-0.13070533,-0.3679057,0.005831047
 03/20  22:45:00,24.66587896,24,24.67234416,24,25.01360707,24,24.5911647,24,24.66623285,24,24.57592564,24,23.6852076,24,0.0,0.0,-0.025094226,0.114892362,-1.447000948,-0.45113983,-0.093919931,-0.391085725,-0.064617201,24.80447555,26,24.83920492,25,25.04612949,24,24.7851815,23,24.75383236,24,24.67768825,25,23.73629598,26,0.0,0.0,0.022062266,0.045341253,-1.458037462,-0.465740054,-0.148722808,-0.409943851,-0.019997235
 03/20  23:00:00,24.58559761,24,24.59094924,24,24.92955276,24,24.5297427,24,24.54320987,24,24.51548188,24,23.5539609,24,0.0,0.0,-0.048751169,0.090758083,-1.471742727,-0.490654985,-0.111388489,-0.43035323,-0.087929142,24.71967213,26,24.75167335,25,24.96250284,24,24.7189828,23,24.62725878,24,24.61761451,25,23.60025238,26,0.0,0.0,-0.00414179,0.020603951,-1.485610136,-0.507581703,-0.166655804,-0.451421456,-0.045363703
 03/20  23:15:00,24.50903493,24,24.51341741,24,24.84814552,24,24.47221344,24,24.42627429,24,24.45882169,24,23.43312884,24,0.0,0.0,-0.07047772,0.06764816,-1.494099796,-0.526665901,-0.127238363,-0.463603758,-0.109510901,24.63893815,26,24.66860564,25,24.88146074,24,24.65674522,23,24.50710532,24,24.56107222,25,23.47525902,26,0.0,0.0,-0.028180405,-0.003091523,-1.510720176,-0.545734406,-0.183009432,-0.486632927,-0.068885638
 03/20  23:30:00,24.43644785,24,24.44028324,24,24.76952824,24,24.41844856,24,24.31637643,24,24.40573108,24,23.32598121,24,0.0,0.0,-0.091292039,0.045126708,-1.515480028,-0.560932757,-0.142426598,-0.493841365,-0.130280497,24.56242088,26,24.59036579,25,24.80314895,24,24.59839759,23,24.39423895,24,24.50791888,25,23.36483505,26,0.0,0.0,-0.051169562,-0.026198848,-1.534708408,-0.5820015,-0.198716952,-0.518592456,-0.091472109
 03/20  23:45:00,24.36662772,24,24.37049565,24,24.69323321,24,24.36670976,24,24.21199418,24,24.35449894,24,23.22976299,24,0.0,0.0,-0.11129326,0.023219244,-1.536196913,-0.593689212,-0.157176293,-0.521639,-0.150363148,24.4889246,26,24.51580489,25,24.72710057,24,24.54232179,23,24.28711477,24,24.45650785,25,23.26599872,26,0.0,0.0,-0.07321735,-0.048688982,-1.557905766,-0.616634176,-0.21400463,-0.547912054,-0.113269349
 03/20  24:00:00,24.29874156,24,24.30310484,24,24.61905974,24,24.31602493,24,24.11164244,24,24.30421697,24,23.14062954,24,0.0,0.0,-0.130582714,0.001954167,-1.556410165,-0.625098968,-0.171595135,-0.547546512,-0.169837268,24.41763681,26,24.44393977,25,24.65312348,24,24.48758303,23,24.18423902,24,24.40597344,25,23.17461339,26,0.0,0.0,-0.094440171,-0.070530723,-1.580475167,-0.64981604,-0.228974521,-0.575201265,-0.134360678
 03/21  00:15:00,24.23207841,24,24.23716578,24,24.54686985,24,24.26565353,24,24.01383397,24,24.25421012,24,23.05483882,24,0.0,0.0,-0.149601133,-0.018801987,-1.576663411,-0.655910312,-0.186044736,-0.572970721,-0.189070005,24.34783486,26,24.37381388,25,24.58109065,24,24.43340265,23,24.08412668,24,24.35565898,25,23.08675902,26,0.0,0.0,-0.115298806,-0.091859233,-1.60299191,-0.682317272,-0.243995025,-0.601939849,-0.155130995
