Date/Time,BS - ACADEMIC ADMINISTRATION 1:Zone Air Temperature [C](TimeStep),BS - ACADEMIC ADMINISTRATION 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - CLASSROOM 1:Zone Air Temperature [C](TimeStep),BS - CLASSROOM 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - COMPUTER LAB 1:Zone Air Temperature [C](TimeStep),BS - COMPUTER LAB 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - FACULTY LOUNGE 1:Zone Air Temperature [C](TimeStep),BS - FACULTY LOUNGE 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - LIBRARY 1:Zone Air Temperature [C](TimeStep),BS - LIBRARY 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - QA 1:Zone Air Temperature [C](TimeStep),BS - QA 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - LOBBY 1:Zone Air Temperature [C](TimeStep),BS - LOBBY 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),BS - Whole Building:Facility Total HVAC Electricity Demand Rate [W](TimeStep),BS - Whole Building:Facility Total Produced Electricity Rate [W](TimeStep),BS - CLASSROOM - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - COMPUTER LAB - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - FACULTY LOUNGE - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - LIBRARY - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - QA - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - LOBBY - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),BS - ACADEMIC ADMINISTRATION - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep) ,RL - ACADEMIC ADMINISTRATION 1:Zone Air Temperature [C](TimeStep),RL - ACADEMIC ADMINISTRATION 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - CLASSROOM 1:Zone Air Temperature [C](TimeStep),RL - CLASSROOM 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - COMPUTER LAB 1:Zone Air Temperature [C](TimeStep),RL - COMPUTER LAB 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - FACULTY LOUNGE 1:Zone Air Temperature [C](TimeStep),RL - FACULTY LOUNGE 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - LIBRARY 1:Zone Air Temperature [C](TimeStep),RL - LIBRARY 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - QA 1:Zone Air Temperature [C](TimeStep),RL - QA 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - LOBBY 1:Zone Air Temperature [C](TimeStep),RL - LOBBY 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),RL - Whole Building:Facility Total HVAC Electricity Demand Rate [W](TimeStep),RL - Whole Building:Facility Total Produced Electricity Rate [W](TimeStep),RL - CLASSROOM - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - COMPUTER LAB - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - FACULTY LOUNGE - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - LIBRARY - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - QA - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - LOBBY - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),RL - ACADEMIC ADMINISTRATION - PEOPLE:Zone Thermal Comfort Fanger Model PMV [](TimeStep) 
 03/19  04:45:00,21.74402982,24,21.8796687,24,21.94222901,24,21.92199617,24,21.31635576,24,21.9655334,24,20.84247334,24,0.0,0.0,-0.8071327,-0.917182275,-2.54827639,-1.39594786,-0.67937821,-1.121799859,-0.761368638,21.73112881,26,21.88797339,25,21.94555726,24,21.95543756,23,21.30558184,24,21.97689342,25,20.84639476,26,0.0,0.0,-0.866476595,-1.021820181,-2.791680456,-1.66302515,-0.781005298,-1.236207692,-0.981376192
 03/19  05:00:00,21.70790322,24,21.84767348,24,21.90730917,24,21.88869388,24,21.27181994,24,21.93195994,24,20.78979153,24,0.0,0.0,-0.816899315,-0.9276479479999999,-2.563037623,-1.411940141,-0.690853121,-1.13906077,-0.773709345,21.69529178,26,21.85574291,25,21.91055454,24,21.92143175,23,21.26143675,24,21.94313697,25,20.79354214,26,0.0,0.0,-0.877199652,-1.03305061,-2.807308403,-1.679516848,-0.79283117,-1.256132728,-0.993202095
 03/19  05:15:00,21.67360901,24,21.81739348,24,21.87320096,24,21.85761131,24,21.23009155,24,21.90050603,24,20.74243625,24,0.0,0.0,-0.825512807,-0.937589786,-2.576169577,-1.425810122,-0.701198072,-1.152571349,-0.784968723,21.66128301,26,21.82523307,25,21.8763651,24,21.88965983,23,21.22004921,24,21.91150187,25,20.74602551,26,0.0,0.0,-0.8878517,-1.043961939,-2.821224422,-1.69369729,-0.804002766,-1.272069112,-1.003896051
 03/19  05:30:00,21.64092377,24,21.78884538,24,21.83967993,24,21.82829893,24,21.19148142,24,21.87070247,24,20.70171385,24,0.0,0.0,-0.833886918,-0.947474232,-2.588882252,-1.439049045,-0.711233823,-1.164711842,-0.795928201,21.62887716,26,21.79646125,25,21.84276457,24,21.85967328,23,21.18177025,24,21.88151925,25,20.70515073,26,0.0,0.0,-0.897087226,-1.055936224,-2.83469339,-1.707258585,-0.814927739,-1.286320428,-1.014311168
 03/19  05:45:00,21.60885779,24,21.76112874,24,21.80631883,24,21.79948959,24,21.15466572,24,21.8413297,24,20.66529576,24,0.0,0.0,-0.842098315,-0.957326809,-2.601431054,-1.451826308,-0.721157028,-1.175898589,-0.806740056,21.59708345,26,21.76852711,25,21.80932565,24,21.83020237,23,21.14526379,24,21.8519692,25,20.66858699,26,0.0,0.0,-0.906135078,-1.066742088,-2.847988618,-1.72037985,-0.825754339,-1.299414141,-1.024590367
 03/19  06:00:00,21.57687576,24,21.73363153,24,21.77299346,24,21.77061642,24,21.11858169,24,21.81187199,24,20.63085328,24,0.0,0.0,-0.850232249,-0.967143395,-2.613958901,-1.464351849,-0.731068118,-1.186514851,-0.817496819,21.56536528,26,21.74081864,25,21.77592417,24,21.80068095,23,21.10946036,24,21.82233655,25,20.63400465,26,0.0,0.0,-0.915098738,-1.077512982,-2.861255043,-1.733244167,-0.837666666,-1.311837585,-1.034823574
 03/19  06:15:00,21.54432513,24,21.70582286,24,21.73956271,24,21.7412172,24,21.08214871,24,21.78190802,24,20.59615939,24,0.0,0.0,-0.858484709,-0.977050608,-2.626740456,-1.477235498,-0.741160223,-1.19809747,-0.828658639,21.53308196,26,21.71280507,25,21.74241944,24,21.77064779,23,21.07309869,24,21.79220044,25,20.59917554,26,0.0,0.0,-0.924207224,-1.088386201,-2.874776535,-1.746730344,-0.848659162,-1.3247159,-1.045387207
 03/19  06:30:00,21.51162834,24,21.67731165,24,21.7060815,24,21.71107327,24,21.04532669,24,21.75127479,24,20.56078192,24,0.0,0.0,-0.867217668,-0.986977662,-2.640136197,-1.490154607,-0.751664912,-1.210699834,-0.840125852,21.50064619,26,21.68408876,25,21.70886426,24,21.73990987,23,21.03644516,24,21.76140504,25,20.56366828,26,0.0,0.0,-0.933821147,-1.0993051,-2.888899822,-1.759845291,-0.860074748,-1.337731378,-1.055789073
 03/19  06:45:00,21.48485196,24,21.65523435,24,21.67577329,24,21.68760656,24,21.01963907,24,21.7269603,24,20.54551683,24,0.0,532.8289606,-0.87174261,-0.995091927,-2.648476583,-1.49549162,-0.758578405,-1.20998816,-0.848409164,21.4741285,26,21.66181302,25,21.67848432,24,21.71586134,23,21.01097494,24,21.73693673,25,20.5482797,26,0.0,730.7368602,-0.93908706,-1.108339532,-2.897812381,-1.765413371,-0.867772782,-1.336887728,-1.063109306
 03/19  07:00:00,21.46818542,24,21.64429666,24,21.65145156,24,21.67441155,24,21.01250586,24,21.71226767,24,20.56380124,24,0.0,1339.554122,-0.873443862,-1.001486987,-2.653087806,-1.495051544,-0.762803997,-1.199078434,-0.853190755,21.45771786,25,21.65068147,24,21.65409253,24,21.70207167,24,21.00406288,22,21.72208192,25,20.566445,23,0.0,1837.102797,-0.94119858,-1.115482019,-2.902874728,-1.764913987,-0.872503615,-1.325578247,-1.067206561
 03/19  07:15:00,21.47044789,24,23.34690262,24,23.84418389,24,21.67820439,24,21.02929079,24,21.71449469,24,21.13440617,24,2152.885576,2408.354166,-0.577310826,-0.660805241,-2.650336546,-1.485579828,-0.761466031,-1.070485622,-0.851508685,21.46015663,25,23.34990559,24,23.84456968,24,21.70567482,24,21.02099497,22,21.72419631,25,21.13690649,23,2159.497243,3302.885713,-0.632722376,-0.758359608,-2.900002105,-1.755105141,-0.871157691,-1.192647896,-1.065323768
 03/19  07:30:00,21.48554805,24,23.82490339,24,23.98714279,24,21.69434957,24,21.06276375,24,21.7281864,24,21.42988123,24,2326.873954,3715.239522,-0.449267327,-0.601259322,-2.640397209,-1.467536566,-0.755667908,-0.97758568,-0.844140328,21.47589481,23,24.23077458,25,23.99568113,24,21.72166023,26,21.05624224,25,21.73791051,24,21.47017752,24,2312.400857,5095.18563,-0.43369601,-0.696965454,-2.890194185,-1.736126355,-0.865185304,-1.088516797,-1.05760564
 03/19  07:45:00,22.12558607,24,23.99572727,24,23.99574259,24,21.73476302,24,21.14229492,24,22.09234685,24,21.99924008,24,2505.072977,4689.327202,-0.385552852,-0.581929631,-2.62176234,-1.436921772,-0.688784666,-0.85254209,-0.72746057,22.10663442,23,24.67646707,25,23.99668554,24,21.75256306,26,21.11100165,26,22.09422952,25,21.76077467,24,2433.623505,6431.077305,-0.3048228,-0.678410939,-2.873440144,-1.709467073,-0.792393037,-1.002155944,-0.930068937
 03/19  08:00:00,22.8085129,24,23.99785803,24,23.99647632,24,21.79875202,24,21.25116572,24,22.46417364,24,22.36146045,24,2538.349496,5735.615625,-0.354312143,-0.561704313,-2.592219736,-1.393651593,-0.610785327,-0.746061558,-0.585504432,22.7972501,23,23.95600219,24,23.99658441,24,21.82247996,24,21.23522853,26,22.47151464,25,22.27322439,24,2814.910765,7865.987143,-0.39423976,-0.658645998,-2.841641728,-1.661828841,-0.7114999,-0.874310374,-0.783399791
 03/19  08:15:00,22.91726774,24,23.33699436,24,23.49647202,24,23.11123348,24,21.94152196,24,22.55575574,24,22.55603706,24,0.0,6856.805714,-0.449963462,-0.629457517,-2.295215787,-1.222552059,-0.57493191,-0.660212275,-0.535214267,22.90603482,25,23.38181348,24,23.49765745,24,23.13433458,24,21.80973499,22,22.56314682,25,22.486813,24,414.7455527,9403.619265,-0.486344347,-0.727114381,-2.525947336,-1.499805245,-0.674725448,-0.781727764,-0.731760071
 03/19  08:30:00,23.10395653,24,23.10277983,24,23.37959964,24,23.63536022,24,22.34506667,24,22.69228551,24,22.81770613,24,1.312839585,8034.144343,-0.474321312,-0.632355951,-2.131603584,-1.093339232,-0.530122448,-0.557361696,-0.471955706,23.09404977,25,23.13624136,24,23.3810625,24,23.6508439,24,21.98194047,22,22.70011403,25,22.7698841,23,768.9189469,11018.2551,-0.51450083,-0.730003832,-2.359412113,-1.410381193,-0.628729411,-0.672574225,-0.666692259
 03/19  08:45:00,23.29578576,24,23.01218777,24,23.37103646,24,23.89315672,24,22.70901659,24,22.83605849,24,23.11599952,24,25.54543772,8786.829886,-0.464349018,-0.60761388,-2.036062061,-0.976079073,-0.480778221,-0.442625615,-0.403957704,23.28615513,25,23.03946719,24,23.37276484,24,23.90392042,24,21.99945935,22,22.84406239,25,23.08005181,24,1150.853695,12050.50956,-0.506208431,-0.704484529,-2.262255312,-1.355314731,-0.578095678,-0.552678235,-0.596835955
 03/19  09:00:00,23.66276867,24,22.82908678,24,23.35460166,24,23.99618665,24,23.45453373,24,23.09560999,24,23.73212177,24,66.10409659,9522.955642,-0.463769194,-0.579099006,-1.971382148,-0.783834182,-0.406355182,-0.270574501,-0.297257441,23.65381973,25,22.85562819,24,23.3569082,24,23.99650084,24,21.999891,22,23.10395688,25,23.71810317,24,1421.072008,13060.05345,-0.506388669,-0.675032646,-2.195367775,-1.299166511,-0.501811077,-0.372661974,-0.487419134
 03/19  09:15:00,23.82282159,24,23.85370094,24,23.96646351,24,24.00004159,24,23.70415203,24,23.20779246,24,23.92394828,24,3363.499169,10224.70155,-0.258775277,-0.437881375,-1.926241871,-0.671101412,-0.355962783,-0.161079503,-0.226851877,23.81401712,25,23.85926415,24,23.96658683,24,24.00005193,24,21.99974147,22,23.21615338,25,23.91723958,24,5066.98266,14022.44784,-0.305909808,-0.529924828,-2.147527612,-1.244030357,-0.450114515,-0.258571072,-0.415133324
 03/19  09:30:00,23.99822857,24,23.98848595,24,23.99452029,24,24.00039673,24,23.99784062,24,23.34420801,24,23.99898816,24,4341.260831,10893.31787,-0.210809686,-0.393302846,-1.87910085,-0.548464842,-0.298073926,-0.076913445,-0.150452506,24.04485677,25,23.98608062,24,23.9945507,24,24.00026315,24,21.99909754,22,23.3524932,25,23.99906652,24,6230.31369,14939.40736,-0.27104648,-0.483749845,-2.096522573,-1.18980099,-0.390787321,-0.169880921,-0.326352035
 03/19  09:45:00,23.99962589,24,23.99477474,24,23.99666865,24,24.00007762,24,23.99969583,24,23.47925707,24,23.99900117,24,5139.265073,11351.18954,-0.169773937,-0.347827173,-1.831307655,-0.479799739,-0.242626908,-0.006241513,-0.107941087,23.07243999,23,24.8592805,25,23.99814139,24,24.82675383,26,23.01547244,26,23.50104286,25,23.99947331,24,4624.385639,15567.34565,-0.079381783,-0.437360213,-1.873927943,-0.938123536,-0.33134854,-0.096718073,-0.456916641
 03/19  10:00:00,23.99940265,24,23.99514591,24,23.99655473,24,24.00033118,24,23.99946673,24,23.72903191,24,23.99860378,24,6065.57452,11755.36296,-0.14300776,-0.306139811,-1.781743414,-0.414633459,-0.162182714,0.056088821,-0.069307314,23.92160859,25,24.02836321,24,23.99762096,24,24.03002911,24,22.0349296,22,23.64598789,25,23.99895375,24,7391.48846,16121.64063,-0.185426935,-0.393831281,-1.977115619,-1.052915729,-0.270448513,-0.028052051,-0.281216808
 03/19  10:15:00,23.9991213,24,23.99526502,24,23.99643443,24,23.99982819,24,23.99910586,24,23.92277183,24,23.99830663,24,7152.025411,12105.33491,-0.113608795,-0.265213536,-1.734257946,-0.357233137,-0.089119842,0.111905191,-0.038264986,23.04053972,23,24.91159409,25,23.99791982,24,25.39710476,26,23.37460582,26,23.82230033,25,23.99894702,24,5668.067778,16601.60216,-0.001351873,-0.351284199,-1.644181858,-0.757281726,-0.204748453,0.038180245,-0.389284837
 03/19  10:30:00,23.99886033,24,23.99513364,24,23.99618092,24,23.99968484,24,23.99886516,24,23.99849363,24,23.99811746,24,7895.923913,12400.80682,-0.083464692,-0.225439277,-1.691252497,-0.304097836,-0.038977737,0.163667468,-0.013158109,24.01601982,25,24.02255272,24,23.99785037,24,24.01705125,24,22.33047385,22,24.09773784,25,23.9988789,24,9509.511499,17006.82078,-0.123278705,-0.31053296,-1.879730492,-0.882201908,-0.117292366,0.089363653,-0.207188463
 03/19  10:45:00,23.99847572,24,23.99502955,24,23.9959325,24,24.00009557,24,23.99875931,24,23.99962065,24,23.99772365,24,8534.239815,12197.74612,-0.05398189,-0.185902108,-1.653104677,-0.259021764,-0.010987404,0.209726818,0.0072937,23.03621368,23,24.97475849,25,23.99702301,24,25.54005893,26,23.83310101,25,24.00129474,24,23.99799781,24,6385.025517,16728.33753,0.068402487,-0.270942994,-1.521335563,-0.57138785,-0.103967064,0.14771332,-0.327428117
 03/19  11:00:00,23.99835248,24,23.99493261,24,23.99569937,24,23.99994245,24,23.99837695,24,23.99933436,24,23.99780536,24,8850.024455,11931.6273,-0.023795724,-0.149554011,-1.616717733,-0.219264394,0.007260868,0.251694331,0.02519364,22.99934632,23,24.0505918,24,23.99824399,24,24.05734166,24,24.60145541,26,24.33243716,25,23.99887909,24,7484.805917,16363.37459,-0.050738045,-0.231889692,-1.777906532,-0.342581374,-0.015862286,0.197769766,-0.320544747
 03/19  11:15:00,23.99958193,24,24.00003031,24,23.99991606,24,23.99662608,24,23.99815253,24,23.99981636,24,23.99579585,24,6023.015413,11583.29677,-0.010819419,-0.123835823,-1.612296516,-0.188677116,0.017703301,0.286384146,0.039776599,22.99971353,23,24.35536705,25,24.00005066,24,25.80033071,26,25.8119658,26,24.44858643,25,23.99811382,24,3903.432807,15885.66414,-0.0050645,-0.205776155,-1.374053428,-0.056744108,0.037176546,0.225828835,-0.312451194
 03/19  11:30:00,23.9997339,24,24.00013376,24,24.00011298,24,23.99807073,24,23.99871382,24,23.99993306,24,23.99736543,24,5475.19355,11181.38014,-0.039614756,-0.109355815,-1.683739357,-0.266441516,-0.011856035,0.077727695,0.00867621,23.81942821,25,23.96100148,24,24.00005053,24,24.16564796,24,22.94030676,22,24.39049572,25,23.9991308,24,8000.175808,15334.46419,-0.104738709,-0.198110082,-1.757297916,-0.633321996,0.007492393,0.019811249,-0.207535515
 03/19  11:45:00,23.99937333,24,24.00017082,24,24.00035327,24,23.99734159,24,23.99780331,24,23.99978922,24,23.99604564,24,5500.595969,10478.51148,-0.026108757,-0.084624626,-1.696150539,-0.263045036,-0.011097741,0.07305432,0.011265837,23.03756244,23,24.31096311,25,24.00009182,24,25.8419447,26,24.54178478,26,24.40961876,25,23.99882135,24,3359.07267,14370.53002,-0.049453047,-0.180240801,-1.399229791,-0.384778052,0.020725529,0.015956692,-0.318881963
 03/19  12:00:00,23.99948745,24,24.00023133,24,24.00038111,24,23.99825331,24,23.99802687,24,23.99971473,24,23.99643276,24,5454.40915,9744.698753,-0.029346746,-0.082025477,-1.713803566,-0.280877049,-0.022094739,0.048910017,-0.002191593,23.89198916,25,23.98818452,24,24.0000847,24,24.16975097,24,22.46820635,22,24.40899875,25,23.9987848,24,7381.949685,13364.15829,-0.108365173,-0.183229745,-1.756609965,-0.749130725,0.018491283,-0.01111353,-0.204998255
 03/19  12:15:00,23.99961738,24,24.00021784,24,24.00033499,24,23.9993778,24,23.99861422,24,23.99995507,24,23.99717577,24,5361.38459,8983.86237,-0.044885872,-0.093140492,-1.735798559,-0.310286367,-0.038482393,0.015454983,-0.023793152,23.04376649,23,24.26789739,25,24.00005296,24,25.84230744,26,24.1191828,26,24.37846324,25,23.99917927,24,3181.563065,12320.72554,-0.087745557,-0.198646072,-1.428816201,-0.511821021,0.003581693,-0.048846025,-0.353996061
 03/19  12:30:00,23.99991854,24,24.00013063,24,24.00024102,24,24.00022712,24,23.99922215,24,24.00009947,24,23.99789117,24,5035.139069,8204.308367,-0.062661763,-0.109479062,-1.756976167,-0.340341224,-0.053529366,-0.016675517,-0.044992889,23.77841413,25,23.97877159,24,24.00006261,24,24.16346143,24,22.29301494,22,24.32661515,25,23.99926011,24,6716.671136,11251.6229,-0.152673359,-0.219951258,-1.799298433,-0.856223099,-0.016448306,-0.085670454,-0.270931578
 03/19  12:45:00,23.99998889,24,24.00012045,24,24.00022185,24,24.00083389,24,23.99920659,24,24.00021764,24,23.99848379,24,4752.855306,8444.469583,-0.080830337,-0.128313486,-1.777044783,-0.36717136,-0.066254347,-0.045019851,-0.064219674,23.00999634,23,24.16080224,25,24.0000444,24,25.83924133,26,23.85929199,25,23.91200181,24,23.9995394,24,3051.908386,11580.98686,-0.148338049,-0.24026574,-1.472373291,-0.629561149,-0.111881932,-0.118822159,-0.412213326
 03/19  13:00:00,24.00007804,24,24.00009412,24,24.0001847,24,24.00128079,24,23.99942438,24,24.00018651,24,23.99816362,24,4527.362015,8638.263861,-0.098751502,-0.14541911,-1.795856202,-0.389801806,-0.077510804,-0.070222402,-0.081286869,23.63140472,25,23.98474406,24,24.00004091,24,24.15704915,24,22.18252085,22,24.02630282,25,23.99938722,24,5996.323437,11846.76187,-0.193264557,-0.259888062,-1.844127638,-0.944009344,-0.106409002,-0.150002751,-0.344336603
 03/19  13:15:00,23.99907646,24,23.9930216,24,23.98353876,24,24.00079186,24,23.99959648,24,23.99976491,24,24.00008094,24,7574.382085,8799.103728,-0.10290144,-0.182184478,-1.810226711,-0.406115537,-0.085292227,-0.092691724,-0.092482032,23.01905566,23,24.91117106,25,23.9933927,24,25.52404693,26,23.72825085,26,24.2462716,25,24.00010978,24,5367.43718,12067.34226,-0.038295473,-0.286417457,-1.588318013,-0.708352643,-0.076543344,-0.175924968,-0.446454125
 03/19  13:30:00,23.99914073,24,23.99205886,24,23.98122896,24,24.00070659,24,23.99969706,24,23.99985489,24,24.00027075,24,7221.13026,8923.248647,-0.117441052,-0.223532889,-1.815165769,-0.417371808,-0.092068978,-0.103011319,-0.103683741,22.9999715,23,24.99870709,25,23.99727476,24,25.83822963,26,24.31344354,26,24.33222959,25,24.00006986,24,5102.823369,12237.59814,-0.015622649,-0.309661809,-1.518943682,-0.592397214,-0.064551041,-0.190931223,-0.468120269
 03/19  13:45:00,23.99928979,24,23.99234373,24,23.98509888,24,24.00058143,24,23.99975774,24,23.99980901,24,24.00031742,24,6947.675591,8709.436574,-0.129434503,-0.247608226,-1.819694545,-0.426503269,-0.09712663,-0.110930335,-0.112822476,22.99961804,23,24.99775879,25,23.99446405,24,25.92395234,26,24.59508269,26,24.35742589,25,24.00017807,24,5006.75806,11944.37016,-0.014929608,-0.326022364,-1.506312997,-0.546399052,-0.062461672,-0.20407234,-0.478844088
 03/19  14:00:00,23.99908571,24,23.99275001,24,23.98911623,24,24.00044394,24,23.99978926,24,23.99986382,24,24.00035981,24,6813.915487,8475.703337,-0.13816199,-0.260294004,-1.820902776,-0.43470298,-0.100455571,-0.116388641,-0.119870827,22.99954578,23,24.99688904,25,23.99524127,24,25.99820049,26,25.34206689,26,24.42236792,25,24.00014243,24,4980.356531,11623.82172,-0.006885279,-0.34316974,-1.492108861,-0.414348935,-0.046711325,-0.208856109,-0.484378281
 03/19  14:15:00,23.99913068,24,23.99290273,24,23.99132449,24,24.00035999,24,23.99981597,24,23.99994695,24,24.00016744,24,6501.945488,8237.375659,-0.147842186,-0.270558881,-1.825334916,-0.444773204,-0.104964848,-0.130043148,-0.127887635,22.99952806,23,24.99645062,25,23.99593757,24,26.00008767,26,25.69437486,26,24.42791932,25,24.00005544,24,4775.822017,11296.97233,-0.006705319,-0.355787265,-1.497708937,-0.345352684,-0.041542027,-0.222167243,-0.491367318
 03/19  14:30:00,23.99919407,24,23.99301098,24,23.99226747,24,24.00030456,24,23.99950596,24,24.00004132,24,24.00017697,24,6209.656927,7968.783791,-0.157296561,-0.280480234,-1.83042249,-0.454928158,-0.108967662,-0.144717029,-0.135339211,22.99937217,23,24.99437598,25,23.99421989,24,26.00018888,26,25.7476819,26,24.40607706,25,24.00023773,24,4573.968328,10928.61777,-0.011564458,-0.36688093,-1.502688807,-0.32793094,-0.040919246,-0.236734864,-0.498363828
 03/19  14:45:00,23.99925176,24,23.99304892,24,23.99267902,24,24.00026385,24,23.99951758,24,23.99998354,24,24.00007488,24,5921.733297,7112.033645,-0.167144219,-0.290506254,-1.836107906,-0.468161965,-0.112563015,-0.161513043,-0.142475641,22.9993842,23,24.99401311,25,23.99352249,24,26.00019119,26,25.66956153,26,24.36957576,25,24.00011252,24,4393.823982,9753.646142,-0.01693067,-0.377361748,-1.508616844,-0.338117607,-0.048760723,-0.253881136,-0.505467129
 03/19  15:00:00,23.99929821,24,23.99304455,24,23.99291486,24,24.00023358,24,23.99958126,24,24.00004771,24,24.00001935,24,5642.183559,6283.730555,-0.177194902,-0.300344743,-1.842398921,-0.481898022,-0.115857806,-0.178708138,-0.149442799,22.99940925,23,24.99393054,25,23.99327249,24,26.00020806,26,25.56884569,26,24.32705869,25,24.00004609,24,4218.439996,8617.687618,-0.023216457,-0.387516992,-1.515387154,-0.354351252,-0.064521925,-0.271621886,-0.512608242
 03/19  15:15:00,23.99938039,24,23.99300044,24,23.99467852,24,24.00023533,24,23.99968087,24,24.00005781,24,24.00003169,24,5263.725193,5480.91849,-0.187932317,-0.307954518,-1.849158907,-0.498434524,-0.118488174,-0.198065158,-0.156332127,22.99944719,23,24.99397104,25,23.99481791,24,26.00021931,26,25.47530476,26,24.28177659,25,24.00005467,24,3973.737484,7516.688215,-0.030448214,-0.39543091,-1.523376343,-0.373531781,-0.081092454,-0.29163986,-0.519913344
 03/19  15:30:00,23.99927548,24,23.99311402,24,23.99512352,24,24.00026045,24,23.99978385,24,24.00020104,24,23.99997372,24,5000.852957,4711.458945,-0.198593799,-0.315775631,-1.856540884,-0.514009764,-0.120225237,-0.216755165,-0.162876995,22.99949564,23,24.99338607,25,23.99517482,24,25.976574,26,25.38331867,26,24.23376757,25,23.99998839,24,3824.694435,6461.429411,-0.03789619,-0.403537111,-1.537784033,-0.392254656,-0.098459283,-0.310980714,-0.527375235
 03/19  15:45:00,23.99935672,24,23.99331128,24,23.99512189,24,24.00031055,24,23.99960609,24,24.0001865,24,23.99999191,24,4749.013146,4006.431376,-0.209246698,-0.324572656,-1.864630666,-0.529910148,-0.120981282,-0.235740413,-0.169120248,22.9997288,23,24.99595592,25,23.99688315,24,25.93923064,26,24.9297603,25,23.97371323,24,24.00000184,24,4226.495554,5494.534459,-0.046873808,-0.412718945,-1.556563737,-0.486119273,-0.15858486,-0.335659712,-0.537199544
 03/19  16:00:00,23.99949936,24,23.9925193,24,23.99518568,24,24.00039123,24,23.99971687,24,24.00021328,24,23.99997934,24,4442.125439,3340.240163,-0.22005388,-0.333902646,-1.873400089,-0.545726188,-0.120834609,-0.254292993,-0.174866576,23.67844861,26,25.81052528,26,23.99850406,24,25.89525389,26,24.99985384,25,23.9998887,24,24.05080768,25,3020.956531,4580.900795,0.091467848,-0.421839778,-1.57747423,-0.494747245,-0.163268998,-0.349786147,-0.437518619
 03/19  16:15:00,23.7489449,24,23.82880896,24,23.88922839,24,23.67762008,24,23.82053997,24,23.6933485,24,23.99839905,24,1647.704416,2720.144448,-0.273789795,-0.374887379,-1.954036127,-0.606581343,-0.178731482,-0.272798863,-0.228989708,22.71262628,23,24.32665327,25,23.89086797,24,24.71299951,26,24.51140948,25,23.70374557,24,23.9997351,24,2639.885989,3730.483815,-0.167363823,-0.464273878,-1.840046988,-0.598603881,-0.232835879,-0.369906147,-0.610391764
 03/19  16:30:00,23.39356576,24,23.56312045,24,23.7057706,24,23.27226343,24,23.52878337,24,23.30476894,24,23.99858545,24,1502.713216,2153.039883,-0.332020533,-0.417559069,-2.05260103,-0.681862681,-0.248337351,-0.293556864,-0.296800819,22.85743087,23,23.75655147,25,23.71127664,24,23.7360628,26,23.85922796,25,23.3573325,24,23.99925571,24,1489.225656,2952.740411,-0.292203361,-0.507668601,-2.082271119,-0.7419354,-0.313912789,-0.390373648,-0.614557759
 03/19  16:45:00,23.15736866,24,23.35256762,24,23.5473092,24,23.05466013,24,23.28390444,24,23.10349874,24,23.9975773,24,1369.708616,1698.307413,-0.381442544,-0.455709249,-2.115142694,-0.7491012,-0.290228125,-0.313277535,-0.347148329,22.96829594,23,23.80406466,25,23.6532098,24,23.72895936,26,23.75619757,26,23.32307643,25,23.99860909,24,1368.719894,2329.107309,-0.303509873,-0.531310227,-2.108358028,-0.791119623,-0.332717353,-0.41326551,-0.607535897
